DATA,REGIO_CODI,REGIO,AGA_CODI,AGA,SECTOR_CODI,SECTOR,ABS_CODI,ABS,SEXE_CODI,SEXE,EDAT,POBLACIO_DIANA,VACUNACIO_INICIADA,VACUNACIO_COMPLETADA
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,211,NAVARCLES - SANT FRUITÓS DE BAGES,1,Dona,75 a 79,463,441,437
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,306,REUS 4,1,Dona,40 a 44,870,733,721
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,392,POLINYÀ-SENTMENAT,1,Dona,45 a 49,844,790,785
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,322,CIUTAT BADIA,0,Home,30 a 34,377,311,300
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,398,VILAFRANCA DEL PENEDÈS 2,1,Dona,12 a 14,442,296,237
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,339,SALOU,1,Dona,45 a 49,1281,1076,1060
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,152,MATARÓ 1,1,Dona,0 a 11,924,236,21
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,267,VILAFANT,0,Home,60 a 64,530,479,477
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,164,MONTORNÈS / MONTMELÓ,1,Dona,12 a 14,660,464,347
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,372,IGUALADA-2,1,Dona,40 a 44,782,681,669
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7853,BARCELONA HORTA-GUINARDÓ,326,BARCELONA 7-G,0,Home,60 a 64,904,828,824
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,336,TORDERA,0,Home,40 a 44,827,694,682
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,397,VILAFRANCA DEL PENEDÈS 1,0,Home,50 a 54,764,675,667
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,080,BÀSCARA,0,Home,50 a 54,203,175,171
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,280,BADALONA 9,0,Home,55 a 59,737,686,681
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,074,BARCELONA 10-D,0,Home,65 a 69,725,674,666
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,279,BADALONA 8,1,Dona,40 a 44,560,533,523
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,112,CORNUDELLA DE MONTSANT,1,Dona,25 a 29,42,36,36
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,351,VIC-2 SUD,0,Home,15 a 19,733,588,549
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,373,BEGUES,1,Dona,0 a 11,403,87,6
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,118,FALSET,1,Dona,15 a 19,147,138,135
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,198,SABADELL 7,0,Home,0 a 11,608,73,6
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,298,L'HOSPITALET DE LLOBREGAT 11 - GORNAL,1,Dona,55 a 59,276,253,250
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,254,VALL DEL GES,1,Dona,12 a 14,327,193,140
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,287,GRANOLLERS 4 - SUD,0,Home,25 a 29,550,437,416
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,213,SANT JOAN DESPÍ 1,1,Dona,20 a 24,564,524,520
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,035,BARCELONA 3-D,1,Dona,45 a 49,1185,1053,1037
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7855,BARCELONA SANT ANDREU,067,BARCELONA 9-C,1,Dona,35 a 39,1244,1066,1051
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,223,SANTA COLOMA DE GRAMENET 2,0,Home,65 a 69,340,318,313
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,249,TERRASSA C,0,Home,25 a 29,297,228,220
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7848,BARCELONA LES CORTS,041,BARCELONA 4-C,1,Dona,75 a 79,1029,980,973
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,221,SANTA COLOMA DE FARNERS,0,Home,55 a 59,565,514,512
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,401,VILADECANS 3,0,Home,35 a 39,692,602,592
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,311,SANT ADRIÀ DEL BESÒS 1,0,Home,80 o més,480,453,452
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,123,GAVÀ 2,1,Dona,30 a 34,650,548,519
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,322,CIUTAT BADIA,1,Dona,12 a 14,203,143,104
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,003,ALFARRÀS/ALMENAR,0,Home,45 a 49,457,397,388
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,201,SANT ANDREU DE LA BARCA,1,Dona,40 a 44,1175,1053,1039
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,192,SABADELL 2,1,Dona,70 a 74,731,693,691
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7855,BARCELONA SANT ANDREU,070,BARCELONA 9-F,1,Dona,50 a 54,374,329,328
12/01/2022,,No classificat,,No classificat,,No classificat,,No classificat,0,Home,35 a 39,1,1,1
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,355,LA ROCA DEL VALLÈS,0,Home,75 a 79,161,157,157
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,144,MANLLEU,1,Dona,70 a 74,493,464,460
12/01/2022,7100,ALT PIRINEU I ARAN,03,Pallars,7164,ALT PIRINEU,259,TREMP,1,Dona,45 a 49,328,271,268
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7846,BARCELONA CIUTAT VELLA,020,BARCELONA 1-E,1,Dona,20 a 24,475,361,346
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7844,VALLÈS OCCIDENTAL EST,302,MONTCADA I REIXAC,1,Dona,20 a 24,915,796,770
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7852,BARCELONA GRÀCIA,049,BARCELONA 6-C,0,Home,12 a 14,255,188,150
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,168,OLESA DE MONTSERRAT,0,Home,55 a 59,816,748,742
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,219,SANT VICENÇ DE CASTELLET,0,Home,20 a 24,433,346,324
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,087,LES BORGES DEL CAMP,0,Home,35 a 39,210,174,172
12/01/2022,6400,GIRONA,57,Gironès Nord i Pla de l'Estany,6462,GIRONA SUD,015,BANYOLES,1,Dona,45 a 49,1296,1131,1119
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,281,BADALONA 10,1,Dona,70 a 74,333,313,312
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,185,LLUÇANÈS,0,Home,12 a 14,98,58,49
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,388,SANT CUGAT DEL VALLÈS-1,0,Home,65 a 69,679,650,642
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7846,BARCELONA CIUTAT VELLA,018,BARCELONA 1-C,1,Dona,70 a 74,232,193,190
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,360,MARTORELL RURAL,1,Dona,65 a 69,672,609,603
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,349,MOLLET DEL VALLÈS-2 OEST,1,Dona,25 a 29,590,503,478
12/01/2022,7801,METROPOLITANA SUD,62,Garraf,7865,ALT PENEDÈS-GARRAF,316,VILANOVA I LA GELTRÚ 1,1,Dona,65 a 69,758,704,697
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,002,ALCARRÀS,0,Home,45 a 49,818,684,667
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,292,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,0,Home,30 a 34,623,513,499
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,362,OCATA-TEIÀ,1,Dona,45 a 49,692,631,626
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,001,AGRAMUNT,0,Home,55 a 59,298,278,277
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,161,PLA D'URGELL,1,Dona,25 a 29,883,668,646
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7851,BARCELONA EIXAMPLE,025,BARCELONA 2-E,0,Home,30 a 34,1593,1287,1250
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,107,CONSTANTÍ,0,Home,20 a 24,204,163,155
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,149,MARTORELL,0,Home,65 a 69,633,565,556
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,336,TORDERA,0,Home,80 o més,423,412,409
12/01/2022,6300,TERRES DE L'EBRE,50,Montsià,6360,TERRES DE L'EBRE,004,AMPOSTA,1,Dona,75 a 79,587,563,560
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,375,SANT VICENÇ DELS HORTS 2,1,Dona,75 a 79,203,192,192
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,331,BARCELONA 10-J,1,Dona,30 a 34,680,572,563
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7852,BARCELONA GRÀCIA,047,BARCELONA 6-A,1,Dona,40 a 44,1402,1199,1182
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7851,BARCELONA EIXAMPLE,028,BARCELONA 2-H,1,Dona,35 a 39,1072,840,827
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,115,ESPARREGUERA,1,Dona,60 a 64,838,772,763
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7855,BARCELONA SANT ANDREU,067,BARCELONA 9-C,0,Home,50 a 54,1272,1161,1151
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,378,RUBÍ 3,0,Home,45 a 49,889,804,790
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7851,BARCELONA EIXAMPLE,027,BARCELONA 2-G,0,Home,55 a 59,733,668,662
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,350,VIC-1 NORD,0,Home,20 a 24,877,725,673
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,403,BARCELONA 8-L,1,Dona,15 a 19,660,597,579
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,324,VANDELLÒS I L'HOSPITALET DE L'INFANT,0,Home,15 a 19,150,132,131
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7851,BARCELONA EIXAMPLE,025,BARCELONA 2-E,1,Dona,80 o més,1862,1738,1726
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,327,BARCELONA 8-I,0,Home,80 o més,469,446,443
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7855,BARCELONA SANT ANDREU,395,BARCELONA 9-H,0,Home,75 a 79,720,692,687
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,188,RIUDOMS,0,Home,20 a 24,342,289,281
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,115,ESPARREGUERA,1,Dona,55 a 59,1030,959,951
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7853,BARCELONA HORTA-GUINARDÓ,051,BARCELONA 7-A,0,Home,15 a 19,514,447,435
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7851,BARCELONA EIXAMPLE,029,BARCELONA 2-I,1,Dona,80 o més,1264,1193,1178
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,121,LA GARRIGA,1,Dona,45 a 49,1370,1253,1239
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,288,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,1,Dona,45 a 49,1334,1215,1204
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,237,SÚRIA,0,Home,45 a 49,350,310,305
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,182,EL PRAT DE LLOBREGAT 1,1,Dona,35 a 39,675,588,575
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,267,VILAFANT,0,Home,75 a 79,255,244,240
12/01/2022,7100,ALT PIRINEU I ARAN,37,Alta Ribagorça,7164,ALT PIRINEU,180,ALTA RIBAGORÇA,1,Dona,75 a 79,67,62,62
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,168,OLESA DE MONTSERRAT,1,Dona,65 a 69,609,573,564
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,320,BARBERÀ DEL VALLÈS,0,Home,30 a 34,824,686,663
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,167,NAVÀS/BALSARENY,1,Dona,55 a 59,333,306,305
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,281,BADALONA 10,1,Dona,12 a 14,144,91,73
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,176,PENEDÈS RURAL,0,Home,45 a 49,1766,1544,1512
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,229,SANTA MARGARIDA DE MONTBUI,1,Dona,35 a 39,306,248,244
12/01/2022,7801,METROPOLITANA SUD,62,Garraf,7865,ALT PENEDÈS-GARRAF,235,SITGES,0,Home,35 a 39,800,601,585
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,284,GRANOLLERS 1 -OEST,0,Home,35 a 39,772,608,580
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,386,RIPOLLET-1,1,Dona,80 o més,645,617,616
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,199,SALT,1,Dona,65 a 69,1010,912,901
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,183,EL PRAT DE LLOBREGAT 2,0,Home,80 o més,717,683,678
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,143,MALGRAT DE MAR,1,Dona,45 a 49,1333,1217,1204
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,296,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,1,Dona,45 a 49,1244,1114,1098
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,168,OLESA DE MONTSERRAT,1,Dona,80 o més,790,756,753
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,071,BARCELONA 10-A,0,Home,50 a 54,1475,1333,1318
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,014,BALAGUER,0,Home,20 a 24,805,634,609
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,238,SANTA EUGÈNIA DE BERGA,1,Dona,65 a 69,526,498,494
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,362,OCATA-TEIÀ,0,Home,15 a 19,406,355,346
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,224,SANTA COLOMA DE GRAMENET 3,0,Home,65 a 69,462,448,440
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,145,MANRESA 1,1,Dona,60 a 64,679,579,571
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,309,RUBÍ 1,0,Home,25 a 29,850,664,627
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,182,EL PRAT DE LLOBREGAT 1,0,Home,40 a 44,860,766,755
12/01/2022,7801,METROPOLITANA SUD,62,Garraf,7865,ALT PENEDÈS-GARRAF,359,CUBELLES-CUNIT,1,Dona,40 a 44,1274,1105,1079
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,156,MATARÓ 5,1,Dona,65 a 69,603,565,558
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,373,BEGUES,1,Dona,50 a 54,328,304,299
12/01/2022,7100,ALT PIRINEU I ARAN,04,Aran,7107,ARAN,007,ARAN,1,Dona,35 a 39,364,279,274
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,199,SALT,0,Home,25 a 29,1478,1015,950
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,296,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,1,Dona,20 a 24,821,704,674
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,232,SERÒS,0,Home,15 a 19,158,133,130
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,370,ABRERA,1,Dona,65 a 69,305,290,286
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,097,CASTELLAR DEL VALLÈS,0,Home,45 a 49,1267,1155,1141
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,074,BARCELONA 10-D,1,Dona,12 a 14,381,228,177
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,009,ARENYS DE MAR,0,Home,20 a 24,655,549,533
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,202,SANT BOI DE LLOBREGAT 1,0,Home,30 a 34,1073,877,849
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,149,MARTORELL,1,Dona,30 a 34,776,610,588
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,292,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,1,Dona,30 a 34,657,543,532
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,341,BADALONA 7A,0,Home,65 a 69,430,404,394
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,311,SANT ADRIÀ DEL BESÒS 1,0,Home,45 a 49,946,845,841
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,403,BARCELONA 8-L,0,Home,25 a 29,851,678,637
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,089,CALDES DE MONTBUI,0,Home,45 a 49,1165,1027,1013
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7851,BARCELONA EIXAMPLE,023,BARCELONA 2-C,0,Home,75 a 79,670,637,635
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,123,GAVÀ 2,1,Dona,15 a 19,794,701,681
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,086,LES BORGES BLANQUES,0,Home,40 a 44,669,548,526
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,352,TARRAGONA-7 (SANT SALVADOR),1,Dona,50 a 54,525,458,454
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,183,EL PRAT DE LLOBREGAT 2,0,Home,12 a 14,485,341,248
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,280,BADALONA 9,0,Home,40 a 44,706,598,584
12/01/2022,7100,ALT PIRINEU I ARAN,03,Pallars,7164,ALT PIRINEU,179,LA POBLA DE SEGUR,1,Dona,65 a 69,149,139,139
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,148,MANRESA 4,1,Dona,30 a 34,589,447,423
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,063,BARCELONA 8-G,0,Home,15 a 19,499,440,424
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,400,BARCELONA 3-I,1,Dona,25 a 29,825,689,678
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,280,BADALONA 9,1,Dona,70 a 74,511,483,482
12/01/2022,6400,GIRONA,53,Garrotxa,6461,GIRONA NORD,346,SANT JOAN LES FONTS,1,Dona,45 a 49,221,200,195
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,210,SANT FELIU DE LLOBREGAT 2,1,Dona,75 a 79,757,724,722
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7855,BARCELONA SANT ANDREU,069,BARCELONA 9-E,1,Dona,35 a 39,449,372,364
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,192,SABADELL 2,1,Dona,55 a 59,835,773,765
12/01/2022,6400,GIRONA,56,Selva Marítima,6462,GIRONA SUD,142,LLORET DE MAR,1,Dona,80 o més,1137,1026,1013
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,241,TARRAGONA 3,1,Dona,12 a 14,445,321,232
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,402,BARCELONA 8-K,1,Dona,75 a 79,585,554,546
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7855,BARCELONA SANT ANDREU,065,BARCELONA 9-A,1,Dona,15 a 19,649,592,577
12/01/2022,6400,GIRONA,52,Baix Empordà,6461,GIRONA NORD,258,TORROELLA DE MONTGRÍ,1,Dona,25 a 29,405,308,297
12/01/2022,7100,ALT PIRINEU I ARAN,03,Pallars,7164,ALT PIRINEU,174,PALLARS SOBIRÀ,0,Home,35 a 39,209,155,150
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,002,ALCARRÀS,0,Home,75 a 79,190,178,177
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,266,VILADECANS 2,0,Home,30 a 34,554,460,443
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,299,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),0,Home,15 a 19,613,566,548
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,110,CORNELLÀ DE LLOBREGAT 3,0,Home,20 a 24,308,262,248
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,161,PLA D'URGELL,1,Dona,35 a 39,1157,887,855
