DATA,REGIO_CODI,REGIO,AGA_CODI,AGA,SECTOR_CODI,SECTOR,ABS_CODI,ABS,SEXE_CODI,SEXE,EDAT,POBLACIO_DIANA,VACUNACIO_INICIADA,VACUNACIO_COMPLETADA
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,325,PINEDA,0,Home,25 a 29,823,665,639
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,011,ARTÉS,0,Home,50 a 54,466,402,399
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,367,PALLEJÀ,0,Home,65 a 69,276,264,261
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,034,BARCELONA 3-C,1,Dona,65 a 69,465,440,436
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,213,SANT JOAN DESPÍ 1,0,Home,20 a 24,642,579,558
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,097,CASTELLAR DEL VALLÈS,0,Home,20 a 24,769,664,637
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,295,L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,1,Dona,70 a 74,536,497,495
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,161,PLA D'URGELL,0,Home,55 a 59,1528,1340,1325
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7844,VALLÈS OCCIDENTAL EST,302,MONTCADA I REIXAC,1,Dona,30 a 34,1038,893,856
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,248,TERRASSA B,0,Home,30 a 34,887,705,658
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,012,ARTESA DE SEGRE,0,Home,55 a 59,147,129,129
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,303,REUS 1,1,Dona,0 a 11,700,104,15
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,284,GRANOLLERS 1 -OEST,1,Dona,65 a 69,618,568,560
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,221,SANTA COLOMA DE FARNERS,0,Home,60 a 64,522,475,471
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,363,SANT QUIRZE DEL VALLÈS,1,Dona,80 o més,485,474,471
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7853,BARCELONA HORTA-GUINARDÓ,054,BARCELONA 7-D,0,Home,25 a 29,752,602,578
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,211,NAVARCLES - SANT FRUITÓS DE BAGES,0,Home,65 a 69,643,599,595
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7853,BARCELONA HORTA-GUINARDÓ,056,BARCELONA 7-F,1,Dona,0 a 11,850,199,10
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,161,PLA D'URGELL,1,Dona,55 a 59,1328,1183,1170
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,077,BARCELONA 10-G,1,Dona,65 a 69,865,800,782
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,311,SANT ADRIÀ DEL BESÒS 1,0,Home,65 a 69,478,445,440
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,203,SANT BOI DE LLOBREGAT 2,1,Dona,40 a 44,884,809,798
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,336,TORDERA,0,Home,25 a 29,484,383,372
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,386,RIPOLLET-1,0,Home,30 a 34,485,383,363
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,238,SANTA EUGÈNIA DE BERGA,1,Dona,20 a 24,446,400,393
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,350,VIC-1 NORD,1,Dona,50 a 54,1051,920,908
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,306,REUS 4,1,Dona,75 a 79,373,341,341
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,335,SANT ANDREU DE LLAVANERES,0,Home,60 a 64,642,585,582
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,249,TERRASSA C,1,Dona,12 a 14,213,158,126
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7853,BARCELONA HORTA-GUINARDÓ,055,BARCELONA 7-E,0,Home,35 a 39,979,808,790
12/01/2022,6400,GIRONA,53,Garrotxa,6461,GIRONA NORD,083,BESALÚ,0,Home,25 a 29,124,88,86
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,183,EL PRAT DE LLOBREGAT 2,1,Dona,50 a 54,1057,980,974
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,300,LA LLAGOSTA,1,Dona,75 a 79,352,345,345
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,104,CERDANYOLA DEL VALLÈS 1,0,Home,20 a 24,722,618,603
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7851,BARCELONA EIXAMPLE,022,BARCELONA 2-B,1,Dona,60 a 64,1104,989,979
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,309,RUBÍ 1,1,Dona,80 o més,872,821,820
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,306,REUS 4,0,Home,15 a 19,789,632,607
12/01/2022,6700,CATALUNYA CENTRAL,60,Berguedà,6763,SOLSONÈS-BAGES-BERGUEDÀ,130,ALT BERGUEDÀ,0,Home,30 a 34,118,96,93
12/01/2022,6200,CAMP DE TARRAGONA,06,Alt Camp i Conca de Barberà,6257,ALT CAMP-CONCA DE BARBERÀ,262,ALT CAMP EST,0,Home,80 o més,335,319,317
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7851,BARCELONA EIXAMPLE,023,BARCELONA 2-C,1,Dona,20 a 24,704,630,617
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,354,LA SELVA DEL CAMP,1,Dona,25 a 29,195,165,163
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,249,TERRASSA C,1,Dona,40 a 44,489,450,443
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,143,MALGRAT DE MAR,0,Home,20 a 24,822,692,659
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,369,CORBERA DE LLOBREGAT,0,Home,75 a 79,259,249,246
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,261,VALLIRANA,1,Dona,55 a 59,885,811,806
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,109,CORNELLÀ DE LLOBREGAT 2,1,Dona,30 a 34,844,695,674
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,095,CARDEDEU,1,Dona,45 a 49,1152,1021,1007
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,286,GRANOLLERS 3 - CENTRE EST,1,Dona,20 a 24,777,701,680
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,133,LA JONQUERA,0,Home,35 a 39,207,148,139
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7847,BARCELONA SANT MARTÍ,075,BARCELONA 10-E,1,Dona,35 a 39,693,573,562
12/01/2022,6200,CAMP DE TARRAGONA,06,Alt Camp i Conca de Barberà,6257,ALT CAMP-CONCA DE BARBERÀ,262,ALT CAMP EST,1,Dona,45 a 49,481,430,427
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,369,CORBERA DE LLOBREGAT,0,Home,55 a 59,708,652,650
12/01/2022,7100,ALT PIRINEU I ARAN,02,Cerdanya,7164,ALT PIRINEU,103,LA CERDANYA,0,Home,70 a 74,374,346,345
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,073,BARCELONA 10-C,1,Dona,70 a 74,527,493,490
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,375,SANT VICENÇ DELS HORTS 2,0,Home,0 a 11,656,147,15
12/01/2022,6300,TERRES DE L'EBRE,50,Montsià,6360,TERRES DE L'EBRE,004,AMPOSTA,1,Dona,50 a 54,1049,929,921
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7851,BARCELONA EIXAMPLE,028,BARCELONA 2-H,0,Home,35 a 39,1170,953,933
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,373,BEGUES,1,Dona,30 a 34,153,129,126
12/01/2022,6700,CATALUNYA CENTRAL,60,Berguedà,6763,SOLSONÈS-BAGES-BERGUEDÀ,130,ALT BERGUEDÀ,0,Home,0 a 11,161,23,0
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,218,SANT SADURNÍ D'ANOIA,1,Dona,25 a 29,502,406,388
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,284,GRANOLLERS 1 -OEST,1,Dona,75 a 79,446,422,422
12/01/2022,6200,CAMP DE TARRAGONA,08,Baix Penedès,6258,TARRAGONÈS-BAIX PENEDÈS,357,CALAFELL,0,Home,40 a 44,1086,917,885
12/01/2022,6400,GIRONA,54,Ripollès,6461,GIRONA NORD,092,CAMPRODON,0,Home,25 a 29,88,69,64
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,281,BADALONA 10,0,Home,55 a 59,331,305,299
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,363,SANT QUIRZE DEL VALLÈS,1,Dona,70 a 74,408,383,382
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7853,BARCELONA HORTA-GUINARDÓ,051,BARCELONA 7-A,0,Home,60 a 64,661,607,599
12/01/2022,6400,GIRONA,57,Gironès Nord i Pla de l'Estany,6462,GIRONA SUD,231,SARRIÀ DE TER,0,Home,75 a 79,216,210,208
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,163,MONT-ROIG DEL CAMP,1,Dona,12 a 14,199,129,102
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,081,BELLPUIG,0,Home,65 a 69,200,185,183
12/01/2022,6300,TERRES DE L'EBRE,49,Baix Ebre,6360,TERRES DE L'EBRE,260,ULLDECONA,1,Dona,12 a 14,211,123,99
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7853,BARCELONA HORTA-GUINARDÓ,054,BARCELONA 7-D,1,Dona,30 a 34,816,671,648
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,202,SANT BOI DE LLOBREGAT 1,1,Dona,20 a 24,1040,938,905
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,074,BARCELONA 10-D,0,Home,80 o més,632,605,603
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,351,VIC-2 SUD,0,Home,70 a 74,434,401,395
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,090,CALELLA,1,Dona,60 a 64,673,596,588
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,002,ALCARRÀS,1,Dona,12 a 14,251,155,123
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,341,BADALONA 7A,0,Home,0 a 11,1102,229,32
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,146,MANRESA 2,1,Dona,65 a 69,725,655,640
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,160,MOLINS DE REI,0,Home,12 a 14,613,482,349
12/01/2022,6300,TERRES DE L'EBRE,49,Baix Ebre,6360,TERRES DE L'EBRE,328,L'ALDEA - CAMARLES - L'AMPOLLA,0,Home,40 a 44,456,359,349
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,334,ALMACELLES,1,Dona,40 a 44,295,251,247
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,160,MOLINS DE REI,0,Home,70 a 74,652,626,617
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,185,LLUÇANÈS,1,Dona,80 o més,305,296,294
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,121,LA GARRIGA,0,Home,15 a 19,969,877,860
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,184,EL PRAT DE LLOBREGAT 3,0,Home,50 a 54,585,530,526
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,204,SANT BOI DE LLOBREGAT 3,0,Home,60 a 64,296,276,273
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,100,CASSÀ DE LA SELVA,1,Dona,45 a 49,1450,1296,1283
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,141,LLEIDA RURAL 1-NORD,1,Dona,65 a 69,579,545,537
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,105,CERDANYOLA DEL VALLÈS 2,0,Home,25 a 29,633,513,497
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,110,CORNELLÀ DE LLOBREGAT 3,1,Dona,40 a 44,545,507,496
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,229,SANTA MARGARIDA DE MONTBUI,0,Home,12 a 14,251,147,115
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,303,REUS 1,1,Dona,35 a 39,529,423,405
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7844,VALLÈS OCCIDENTAL EST,302,MONTCADA I REIXAC,0,Home,15 a 19,1107,959,926
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,384,CERDANYOLA-RIPOLLET,0,Home,30 a 34,437,347,333
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,277,BADALONA 6,0,Home,45 a 49,1046,927,915
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,230,SANTA PERPÈTUA DE LA MOGODA,0,Home,12 a 14,552,383,294
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7852,BARCELONA GRÀCIA,049,BARCELONA 6-C,1,Dona,70 a 74,634,602,596
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,319,MONTGAT,1,Dona,40 a 44,903,814,797
12/01/2022,6300,TERRES DE L'EBRE,50,Montsià,6360,TERRES DE L'EBRE,004,AMPOSTA,1,Dona,25 a 29,677,510,490
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,223,SANTA COLOMA DE GRAMENET 2,1,Dona,40 a 44,681,601,588
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7846,BARCELONA CIUTAT VELLA,018,BARCELONA 1-C,1,Dona,15 a 19,203,159,152
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,215,SANT JOAN DE VILATORRADA,1,Dona,40 a 44,517,455,448
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,371,IGUALADA-1,1,Dona,25 a 29,560,422,402
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,338,PIERA,1,Dona,12 a 14,351,231,175
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,089,CALDES DE MONTBUI,1,Dona,30 a 34,623,533,514
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7847,BARCELONA SANT MARTÍ,076,BARCELONA 10-F,1,Dona,35 a 39,1029,859,842
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,276,BADALONA 5,1,Dona,60 a 64,498,450,444
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,032,BARCELONA 3-A,0,Home,55 a 59,789,692,688
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,145,MANRESA 1,1,Dona,20 a 24,537,437,416
12/01/2022,7100,ALT PIRINEU I ARAN,01,Alt Urgell,7164,ALT PIRINEU,169,ALT URGELL-SUD,0,Home,15 a 19,72,63,60
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7847,BARCELONA SANT MARTÍ,076,BARCELONA 10-F,0,Home,40 a 44,993,840,831
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,240,TARRAGONA 2,0,Home,75 a 79,377,355,355
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,286,GRANOLLERS 3 - CENTRE EST,1,Dona,12 a 14,400,285,215
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,295,L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,0,Home,65 a 69,484,454,440
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,079,BARCELONA 10-I,0,Home,70 a 74,256,239,238
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,219,SANT VICENÇ DE CASTELLET,0,Home,0 a 11,955,115,8
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,073,BARCELONA 10-C,1,Dona,55 a 59,810,747,742
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,377,RODA DE TER,1,Dona,12 a 14,171,101,80
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,304,REUS 2,0,Home,20 a 24,785,667,640
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,253,TONA,0,Home,35 a 39,312,249,241
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,193,SABADELL 3A,0,Home,60 a 64,639,601,595
12/01/2022,6400,GIRONA,56,Selva Marítima,6462,GIRONA SUD,085,BLANES,0,Home,60 a 64,1294,1164,1151
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,143,MALGRAT DE MAR,0,Home,35 a 39,837,676,638
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,221,SANTA COLOMA DE FARNERS,0,Home,80 o més,401,390,387
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,345,SABADELL 4-B,0,Home,65 a 69,492,471,467
12/01/2022,6300,TERRES DE L'EBRE,50,Montsià,6360,TERRES DE L'EBRE,004,AMPOSTA,1,Dona,40 a 44,1058,906,889
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,189,ROSES,0,Home,35 a 39,1106,816,774
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,345,SABADELL 4-B,0,Home,75 a 79,429,413,412
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,198,SABADELL 7,0,Home,50 a 54,377,348,343
12/01/2022,6400,GIRONA,56,Selva Marítima,6462,GIRONA SUD,142,LLORET DE MAR,0,Home,30 a 34,1259,888,844
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7855,BARCELONA SANT ANDREU,069,BARCELONA 9-E,0,Home,75 a 79,240,234,234
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,391,PALAU-SOLITÀ I PLEGAMANS,0,Home,50 a 54,573,521,520
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,192,SABADELL 2,0,Home,45 a 49,987,877,863
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7853,BARCELONA HORTA-GUINARDÓ,055,BARCELONA 7-E,1,Dona,45 a 49,1165,1023,1005
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,032,BARCELONA 3-A,1,Dona,15 a 19,444,386,374
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7846,BARCELONA CIUTAT VELLA,018,BARCELONA 1-C,0,Home,30 a 34,1286,881,839
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,077,BARCELONA 10-G,1,Dona,40 a 44,880,766,752
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,338,PIERA,0,Home,12 a 14,398,251,192
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,242,TARRAGONA 4,1,Dona,65 a 69,548,508,502
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,238,SANTA EUGÈNIA DE BERGA,0,Home,65 a 69,562,529,521
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7850,BARCELONA SARRIÀ-SANT GERVASI,043,BARCELONA 5-B,0,Home,60 a 64,1081,994,986
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,109,CORNELLÀ DE LLOBREGAT 2,0,Home,12 a 14,413,229,180
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,257,TORREDEMBARRA,0,Home,50 a 54,1533,1372,1349
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,374,SANT VICENÇ DELS HORTS 1,0,Home,50 a 54,987,918,906
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,036,BARCELONA 3-E,1,Dona,75 a 79,456,430,426
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,177,PERALADA,1,Dona,30 a 34,186,155,149
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,320,BARBERÀ DEL VALLÈS,0,Home,25 a 29,794,651,635
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7846,BARCELONA CIUTAT VELLA,016,BARCELONA 1-A,0,Home,60 a 64,411,357,353
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,230,SANTA PERPÈTUA DE LA MOGODA,1,Dona,55 a 59,918,841,833
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,001,AGRAMUNT,0,Home,60 a 64,231,202,200
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,399,CASTELLBISBAL,1,Dona,50 a 54,548,516,510
12/01/2022,7100,ALT PIRINEU I ARAN,03,Pallars,7164,ALT PIRINEU,174,PALLARS SOBIRÀ,1,Dona,50 a 54,216,188,187
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,091,CAMBRILS,0,Home,55 a 59,1289,1169,1153
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7851,BARCELONA EIXAMPLE,027,BARCELONA 2-G,0,Home,45 a 49,833,741,734
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,213,SANT JOAN DESPÍ 1,0,Home,75 a 79,351,341,340
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,205,SANT BOI DE LLOBREGAT 4,1,Dona,30 a 34,616,542,531
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,009,ARENYS DE MAR,1,Dona,12 a 14,406,245,172
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,190,SABADELL 1A,1,Dona,50 a 54,1290,1204,1190
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,353,VILASSAR DE DALT,0,Home,65 a 69,495,471,462
